NT205,"Nuffield Health, Brighton Hospital",,,,,, 	659 , 	659 , 	320 , 	339 , 	- 0, 	- 0, 	659 , 	- 0, 	- 0, 	130 , 	69 , 	4 , 	1 , 	44 , 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	6 , 	11 , 	103 , 	65 , 	54 , 	52 , 	47 , 	64 , 	63 , 	45 , 	37 , 	43 , 	22 , 	27 ,*,*,*, 	378 ," 	1,008 ", 	- 0, 	- 0, 	- 0
NT206,"Nuffield Health, Bristol Hospital (Chesterfield)",,,,,, 	924 , 	924 , 	437 , 	487 , 	- 0, 	- 0, 	924 , 	- 0, 	- 0, 	70 , 	49 , 	3 , 	3 , 	61 , 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	16 , 	30 , 	35 , 	38 , 	46 , 	74 , 	83 , 	83 , 	87 , 	112 , 	95 , 	102 , 	72 , 	44 , 	7 , 	851 , 	191 , 	- 0, 	- 0, 	- 0
NT209,"Nuffield Health, Cambridge Hospital",,,,,, 	550 , 	550 , 	275 , 	275 , 	- 0, 	- 0, 	550 , 	- 0, 	- 0, 	83 , 	63 , 	3 , 	3 , 	55 , 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0,*,*, 	17 , 	31 , 	21 , 	33 , 	36 , 	53 , 	63 , 	44 , 	52 , 	81 , 	50 , 	39 , 	20 , 	7 , 	- 0, 	345 , 	539 , 	- 0, 	- 0, 	- 0
NT211,"Nuffield Health, Cheltenham Hospital",,,,,, 	96 , 	96 , 	36 , 	60 , 	- 0, 	- 0, 	96 , 	- 0, 	- 0, 	45 , 	15 , 	3 , 	3 , 	56 , 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0,*, 	- 0,*,*, 	9 ,*,*, 	7 , 	10 , 	7 ,*,*, 	17 , 	6 ,*,*, 	- 0, 	40 , 	166 , 	- 0, 	- 0, 	- 0
NT212,"Nuffield Health, Chichester Hospital",,,,,," 	1,387 "," 	1,387 ", 	613 , 	774 , 	- 0, 	- 0," 	1,387 ", 	- 0, 	- 0, 	87 , 	63 , 	3 , 	3 , 	63 , 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0,*,*, 	13 , 	31 , 	35 , 	37 , 	72 , 	103 , 	112 , 	118 , 	126 , 	176 , 	183 , 	167 , 	136 , 	58 , 	18 ," 	1,051 ", 	921 , 	- 0, 	- 0, 	- 0
NT213,"Nuffield Health, Derby Hospital",,,,,," 	1,465 "," 	1,465 ", 	731 , 	734 , 	- 0, 	- 0," 	1,465 ", 	- 0, 	- 0, 	109 , 	88 , 	3 , 	3 , 	58 , 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0,*,*, 	40 , 	39 , 	58 , 	49 , 	89 , 	117 , 	155 , 	134 , 	170 , 	220 , 	174 , 	129 , 	56 , 	22 ,*, 	678 ," 	2,087 ", 	- 0, 	- 0, 	- 0
NT215,"Nuffield Health, Exeter Hospital",,,,,," 	1,258 "," 	1,258 ", 	644 , 	614 , 	- 0, 	- 0," 	1,258 ", 	- 0, 	- 0, 	122 , 	98 , 	2 , 	3 , 	60 , 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0,*,*,*, 	15 , 	30 , 	35 , 	44 , 	61 , 	90 , 	117 , 	128 , 	149 , 	200 , 	188 , 	121 , 	50 , 	21 ,*, 	667 ," 	1,409 ", 	- 0, 	- 0, 	- 0
NT218,"Nuffield Health, Haywards Heath Hospital",,,,,, 	237 , 	237 , 	118 , 	119 , 	- 0, 	- 0, 	237 , 	- 0, 	- 0, 	89 , 	63 , 	2 , 	2 , 	58 , 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0,*,*,*,*,*, 	6 , 	11 , 	14 , 	19 , 	25 , 	23 , 	26 , 	40 , 	30 , 	22 , 	9 , 	- 0, 	- 0, 	143 , 	232 , 	- 0, 	- 0, 	- 0
NT219,"Nuffield Health, Hereford Hospital",,,,,, 	898 , 	898 , 	439 , 	459 , 	- 0, 	- 0, 	898 , 	- 0, 	- 0, 	139 , 	97 , 	3 , 	3 , 	57 , 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0,*,*, 	16 , 	36 , 	42 , 	44 , 	44 , 	98 , 	79 , 	88 , 	92 , 	122 , 	94 , 	86 , 	39 , 	9 ,*, 	571 , 	941 , 	- 0, 	- 0, 	- 0
NT222,"Nuffield Health, Ipswich Hospital",,,,,," 	1,032 "," 	1,032 ", 	459 , 	573 , 	- 0, 	- 0," 	1,032 ", 	- 0, 	- 0, 	97 , 	105 , 	4 , 	4 , 	71 , 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0,*,*, 	19 , 	14 , 	23 , 	22 , 	36 , 	48 , 	64 , 	162 , 	173 , 	194 , 	153 , 	98 , 	19 , 	762 ," 	1,019 ", 	- 0, 	- 0, 	- 0
NT225,"Nuffield Health, Leeds Hospital",,,,,," 	4,216 "," 	4,216 "," 	1,791 "," 	2,425 ", 	- 0,*," 	4,215 ", 	- 0,*, 	128 , 	86 , 	2 , 	2 , 	51 , 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	9 , 	39 , 	285 , 	280 , 	305 , 	308 , 	333 , 	387 , 	438 , 	450 , 	377 , 	356 , 	272 , 	212 , 	117 , 	32 , 	9 ," 	3,206 "," 	2,052 ", 	- 0, 	- 0, 	- 0
NT226,"Nuffield Health, Leicester Hospital",,,,,," 	2,215 "," 	2,215 "," 	1,063 "," 	1,152 ", 	- 0, 	- 0," 	2,215 ", 	- 0, 	- 0, 	91 , 	77 , 	2 , 	2 , 	58 , 	- 0, 	- 0, 	- 0, 	- 0, 	- 0,*,*, 	7 , 	12 , 	71 , 	84 , 	96 , 	116 , 	141 , 	170 , 	172 , 	197 , 	199 , 	247 , 	245 , 	210 , 	154 , 	67 , 	23 ," 	1,627 "," 	1,250 ", 	- 0, 	- 0, 	- 0
NT229,"Nuffield Health, Newcastle Upon Tyne Hospital",,,,,, 	705 , 	705 , 	446 , 	259 , 	- 0, 	- 0, 	705 , 	- 0, 	- 0, 	86 , 	56 , 	2 , 	2 , 	49 , 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0,*,*, 	7 , 	40 , 	45 , 	62 , 	89 , 	76 , 	70 , 	59 , 	49 , 	54 , 	63 , 	46 , 	28 , 	9 , 	6 , 	- 0, 	532 , 	328 , 	- 0, 	- 0, 	- 0
NT230,"Nuffield Health, North Staffordshire Hospital",,,,,," 	2,668 "," 	2,668 "," 	1,450 "," 	1,218 ", 	- 0, 	- 0," 	2,668 ", 	- 0, 	- 0, 	110 , 	74 , 	2 , 	2 , 	56 , 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0,*,*, 	8 , 	60 , 	80 , 	104 , 	144 , 	203 , 	293 , 	312 , 	302 , 	288 , 	340 , 	267 , 	164 , 	81 , 	19 ,*," 	1,861 "," 	1,973 ", 	- 0, 	- 0, 	- 0
NT233,"Nuffield Health, Plymouth Hospital",,,,,," 	2,777 "," 	2,777 "," 	1,469 "," 	1,308 ", 	- 0, 	- 0," 	2,777 ", 	- 0, 	- 0, 	114 , 	86 , 	2 , 	1 , 	52 , 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0,*,*, 	23 , 	114 , 	156 , 	207 , 	180 , 	241 , 	293 , 	299 , 	272 , 	252 , 	278 , 	212 , 	150 , 	66 , 	19 ,*," 	2,076 "," 	1,602 ", 	- 0, 	- 0, 	- 0
NT235,"Nuffield Health, Shrewsbury Hospital",,,,,," 	1,340 "," 	1,340 ", 	584 , 	756 , 	- 0, 	- 0," 	1,340 ", 	- 0, 	- 0, 	122 , 	92 , 	3 , 	3 , 	69 , 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0,*,*, 	11 , 	13 , 	9 , 	14 , 	30 , 	39 , 	68 , 	83 , 	122 , 	173 , 	215 , 	224 , 	212 , 	98 , 	28 ," 	1,289 ", 	148 , 	- 0, 	- 0, 	- 0
NT238,"Nuffield Health, Taunton Hospital",,,,,," 	1,475 "," 	1,475 ", 	610 , 	865 , 	- 0, 	- 0," 	1,475 ", 	- 0, 	- 0, 	110 , 	80 , 	3 , 	3 , 	60 , 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	6 , 	7 , 	32 , 	28 , 	51 , 	41 , 	81 , 	125 , 	134 , 	138 , 	151 , 	214 , 	194 , 	156 , 	81 , 	30 , 	6 ," 	1,020 "," 	1,209 ", 	- 0, 	- 0, 	- 0
NT237,"Nuffield Health, Tees Hospital",,,,,," 	4,258 "," 	4,258 "," 	1,975 "," 	2,283 ", 	- 0, 	- 0," 	4,258 ", 	- 0, 	- 0, 	127 , 	72 , 	2 , 	2 , 	64 , 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	8 , 	9 , 	65 , 	77 , 	95 , 	97 , 	173 , 	223 , 	322 , 	362 , 	446 , 	611 , 	580 , 	601 , 	383 , 	164 , 	42 ," 	3,450 "," 	1,670 ", 	- 0, 	- 0, 	- 0
NT210,"Nuffield Health, The Grosvenor Hospital, Chester",,,,,, 	634 , 	634 , 	320 , 	314 , 	- 0, 	- 0, 	634 , 	- 0, 	- 0, 	48 , 	12 , 	3 , 	3 , 	58 , 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0,*,*, 	15 , 	21 , 	17 , 	25 , 	35 , 	43 , 	83 , 	73 , 	80 , 	85 , 	67 , 	49 , 	30 , 	7 , 	- 0, 	322 , 	791 , 	- 0, 	- 0, 	- 0
NT239,"Nuffield Health, Tunbridge Wells Hospital",,,,,, 	642 , 	642 , 	291 , 	351 , 	- 0, 	- 0, 	642 , 	- 0, 	- 0, 	109 , 	70 , 	2 , 	1 , 	58 , 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0,*,*, 	19 , 	15 , 	30 , 	32 , 	44 , 	59 , 	66 , 	50 , 	56 , 	100 , 	57 , 	56 , 	43 , 	13 , 	- 0, 	574 , 	105 , 	- 0, 	- 0, 	- 0
NT224,"Nuffield Health, Warwickshire Hospital",,,,,, 	709 , 	709 , 	354 , 	355 , 	- 0, 	- 0, 	709 , 	- 0, 	- 0, 	66 , 	50 , 	3 , 	3 , 	58 , 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0,*,*, 	16 , 	19 , 	20 , 	24 , 	41 , 	62 , 	94 , 	74 , 	77 , 	98 , 	74 , 	61 , 	34 , 	8 ,*, 	393 , 	844 , 	- 0, 	- 0, 	- 0
NT214,"Nuffield Health, Wessex Hospital",,,,,," 	1,228 "," 	1,228 ", 	592 , 	636 , 	- 0, 	- 0," 	1,228 ", 	- 0, 	- 0, 	21 , 	14 , 	2 , 	1 , 	56 , 	- 0, 	- 0,*,*, 	- 0, 	- 0, 	- 0,*,*, 	26 , 	41 , 	54 , 	79 , 	110 , 	124 , 	138 , 	119 , 	123 , 	150 , 	108 , 	81 , 	44 , 	23 ,*, 	897 , 	721 , 	- 0, 	- 0, 	- 0
NT241,"Nuffield Health, Woking Hospital",,,,,," 	1,279 "," 	1,279 ", 	538 , 	741 , 	- 0, 	- 0," 	1,279 ", 	- 0, 	- 0, 	118 , 	88 , 	2 , 	2 , 	67 , 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0,*,*,*, 	24 , 	30 , 	35 , 	41 , 	56 , 	97 , 	106 , 	87 , 	149 , 	170 , 	175 , 	173 , 	90 , 	37 ," 	1,183 ", 	202 , 	- 0, 	- 0, 	- 0
NT242,"Nuffield Health, Wolverhampton Hospital",,,,,," 	2,239 "," 	2,239 ", 	995 ," 	1,244 ", 	- 0, 	- 0," 	2,239 ", 	- 0, 	- 0, 	108 , 	72 , 	3 , 	3 , 	66 , 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0,*,*,*, 	26 , 	23 , 	50 , 	38 , 	92 , 	118 , 	148 , 	167 , 	225 , 	268 , 	318 , 	318 , 	267 , 	129 , 	47 ," 	1,908 ", 	918 , 	- 0, 	- 0, 	- 0
NT245,"Nuffield Health, York Hospital",,,,,, 	906 , 	906 , 	406 , 	500 , 	- 0, 	- 0, 	906 , 	- 0, 	- 0, 	118 , 	84 , 	3 , 	3 , 	61 , 	- 0,*,*, 	- 0, 	- 0, 	- 0, 	- 0,*,*, 	8 , 	21 , 	16 , 	27 , 	50 , 	59 , 	89 , 	98 , 	111 , 	146 , 	107 , 	95 , 	61 , 	11 ,*, 	468 ," 	1,201 ", 	- 0, 	- 0, 	- 0
NT244,Nuffield Hospital Oxford (The Manor),,,,,, 	387 , 	387 , 	186 , 	201 , 	- 0, 	- 0, 	387 , 	- 0, 	- 0, 	89 , 	70 , 	4 , 	4 , 	62 , 	- 0,*, 	- 0,*, 	- 0, 	- 0, 	- 0,*,*, 	9 , 	11 , 	6 , 	15 , 	12 , 	21 , 	28 , 	29 , 	52 , 	59 , 	55 , 	46 , 	29 , 	12 ,*, 	145 ," 	1,017 ", 	- 0, 	- 0, 	- 0
NVC12,Oaklands Hospital,,,,,," 	4,603 "," 	4,603 "," 	2,176 "," 	2,427 ", 	- 0, 	- 0," 	4,603 ", 	- 0, 	- 0, 	58 , 	15 , 	2 , 	2 , 	53 , 	- 0, 	- 0, 	- 0, 	- 0,*,*, 	9 , 	19 , 	10 , 	163 , 	223 , 	240 , 	280 , 	381 , 	461 , 	546 , 	508 , 	477 , 	482 , 	338 , 	238 , 	130 , 	41 , 	17 ," 	3,816 "," 	1,752 ", 	- 0, 	- 0, 	- 0
NVC13,Oaks Hospital,,,,,," 	5,839 "," 	5,839 "," 	2,759 "," 	3,071 ", 	9 , 	- 0," 	5,839 ", 	- 0, 	- 0, 	81 , 	28 , 	2 , 	2 , 	59 , 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	13 , 	18 , 	141 , 	174 , 	208 , 	231 , 	319 , 	471 , 	493 , 	524 , 	611 , 	831 , 	684 , 	594 , 	326 , 	148 , 	45 ," 	5,005 "," 	2,078 ", 	- 0, 	- 0, 	- 0
NTX12,One Health Group Clinic - Claremont,,,,,, 	111 , 	111 , 	63 , 	48 , 	- 0, 	- 0, 	111 , 	- 0, 	- 0, 	28 , 	21 , 	4 , 	4 , 	53 , 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0,*,*,*, 	9 , 	6 , 	10 , 	11 , 	10 , 	11 , 	18 , 	13 , 	9 ,*,*,*,*,*, 	7 , 	- 0, 	- 0, 	- 0
NTX11,One Health Group Clinic - Thornbury,,,,,, 	258 , 	258 , 	119 , 	139 , 	- 0, 	- 0, 	258 , 	- 0, 	- 0, 	37 , 	31 , 	1 , 	1 , 	54 , 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0,*,*, 	8 , 	9 , 	8 , 	18 , 	21 , 	43 , 	30 , 	20 , 	29 , 	23 , 	21 , 	21 ,*,*,*, 	251 , 	7 , 	- 0, 	- 0, 	- 0
NTX01,One Health Group Ltd,,,,,," 	5,304 "," 	5,304 "," 	2,528 "," 	2,776 ", 	- 0, 	- 0," 	5,304 ", 	- 0, 	- 0, 	50 , 	51 , 	1 , 	1 , 	53 , 	- 0, 	- 0, 	- 0, 	- 0, 	- 0,*,*, 	10 , 	27 , 	166 , 	188 , 	259 , 	314 , 	484 , 	629 , 	645 , 	550 , 	456 , 	545 , 	334 , 	237 , 	118 , 	44 ,*," 	5,183 ", 	163 , 	- 0, 	- 0, 	- 0
NNH04,Optegra (Manchester Eye Hospital),,,,,," 	1,261 "," 	1,261 ", 	458 , 	803 , 	- 0, 	- 0, 	- 0," 	1,261 ", 	- 0,,,,, 	76 , 	- 0, 	- 0,*,*, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0,*,*,*,*, 	14 , 	12 , 	25 , 	45 , 	63 , 	119 , 	187 , 	261 , 	256 , 	230 , 	39 ," 	1,261 ", 	- 0, 	- 0, 	- 0, 	- 0
NNH02,Optegra Yorkshire Eye Hospital,,,,,," 	1,364 "," 	1,364 ", 	555 , 	809 , 	- 0, 	- 0, 	- 0," 	1,364 ", 	- 0,,,,, 	76 , 	- 0, 	- 0,*,*, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0,*,*,*,*, 	6 , 	10 , 	27 , 	42 , 	80 , 	150 , 	175 , 	232 , 	315 , 	233 , 	87 ," 	1,364 ", 	- 0, 	- 0, 	- 0, 	- 0
RNU,Oxford Health NHS Foundation Trust,,,,,," 	4,850 "," 	4,850 "," 	2,441 "," 	2,408 ",*," 	3,643 ", 	193 , 	540 , 	474 ,,, 	82 , 	32 , 	59 ,*,*, 	- 0, 	60 , 	43 , 	56 , 	41 , 	73 , 	36 , 	250 , 	262 , 	294 , 	257 , 	280 , 	237 , 	275 , 	168 , 	187 , 	179 , 	233 , 	327 , 	526 , 	578 , 	480 , 	- 0," 	307,129 ", 	8 ,*, 	- 0
RTH,Oxford University Hospitals NHS Foundation Trust,,,,,," 	222,948 "," 	199,059 "," 	104,574 "," 	118,370 ",*," 	67,154 "," 	85,464 "," 	22,060 "," 	24,381 ", 	42 , 	26 , 	4 , 	1 , 	50 ," 	13,520 "," 	7,569 "," 	5,101 "," 	4,262 ", 	999 ," 	1,083 "," 	1,087 "," 	1,211 "," 	1,386 "," 	8,663 "," 	10,851 "," 	12,043 "," 	10,223 "," 	9,064 "," 	11,063 "," 	12,524 "," 	13,907 "," 	13,917 "," 	17,635 "," 	17,069 "," 	16,402 "," 	14,181 "," 	10,619 "," 	6,484 "," 	83,891 "," 	484,331 "," 	22,331 "," 	2,630 "," 	5,132 "
RPG,Oxleas NHS Foundation Trust,,,,,," 	1,756 "," 	1,328 "," 	1,017 ", 	739 , 	- 0, 	864 , 	84 , 	322 , 	58 ,,, 	74 , 	16 , 	43 , 	- 0, 	- 0, 	- 0, 	- 0,*,*, 	6 , 	31 , 	26 , 	185 , 	227 , 	201 , 	181 , 	148 , 	187 , 	152 , 	105 , 	61 , 	53 , 	61 , 	40 , 	25 , 	26 , 	13 ,*," 	83,973 ", 	44 , 	10 ,*
NY601,Pain Management Solutions - Oaks Park Pcc,,,,,, 	901 , 	901 , 	339 , 	562 , 	- 0, 	- 0, 	901 , 	- 0, 	- 0,,,,, 	58 , 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	10 , 	18 , 	32 , 	44 , 	92 , 	111 , 	93 , 	109 , 	68 , 	94 , 	82 , 	71 , 	51 , 	17 , 	9 , 	901 , 	- 0, 	- 0, 	- 0, 	- 0
RGM,Papworth Hospital NHS Foundation Trust,,,,,," 	25,035 "," 	24,506 "," 	15,013 "," 	10,022 ", 	- 0," 	1,632 "," 	12,549 "," 	7,680 "," 	2,645 ", 	82 , 	39 , 	5 , 	1 , 	61 ,*,*, 	6 , 	19 , 	17 , 	41 , 	85 , 	133 , 	133 , 	679 , 	649 , 	693 , 	772 ," 	1,032 "," 	1,446 "," 	2,061 "," 	2,420 "," 	2,692 "," 	3,608 "," 	3,075 "," 	2,714 "," 	1,760 ", 	768 , 	205 ," 	9,671 "," 	68,208 ", 	300 ," 	1,031 ", 	55 
NVC14,Park Hill Hospital,,,,,, 	697 , 	697 , 	220 , 	477 , 	- 0, 	- 0, 	697 , 	- 0, 	- 0, 	65 , 	18 , 	3 , 	3 , 	56 , 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0,*,*, 	10 , 	14 , 	27 , 	39 , 	45 , 	79 , 	92 , 	97 , 	85 , 	90 , 	62 , 	39 , 	13 , 	- 0,*, 	569 , 	335 , 	- 0, 	- 0, 	- 0
NLX02,Paulton Memorial Hospital,,,,,, 	323 , 	323 , 	102 , 	221 , 	- 0, 	59 , 	- 0, 	- 0, 	264 ,,, 	30 , 	25 , 	84 , 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0,*,*,*,*,*,*,*, 	16 , 	34 , 	87 , 	91 , 	76 , 	- 0," 	9,539 ", 	- 0, 	- 0,*
NTPH5,Peninsula NHS Treatment Centre,,,,,," 	3,518 "," 	3,518 "," 	1,456 "," 	2,062 ", 	- 0, 	- 0," 	3,518 ", 	- 0, 	- 0, 	55 , 	51 , 	2 , 	3 , 	65 , 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0,*,*, 	53 , 	50 , 	81 , 	64 , 	106 , 	157 , 	262 , 	268 , 	355 , 	531 , 	559 , 	500 , 	356 , 	135 , 	34 ," 	2,404 "," 	2,715 ", 	- 0, 	112 , 	- 0
RW6,Pennine Acute Hospitals NHS Trust,,,,,," 	225,561 "," 	189,712 "," 	101,189 "," 	124,366 ", 	6 ," 	79,193 "," 	60,815 "," 	26,548 "," 	23,156 ", 	50 , 	41 , 	4 , 	1 , 	52 ," 	15,334 "," 	6,676 "," 	3,555 "," 	2,274 ", 	607 , 	685 , 	815 ," 	1,054 "," 	1,234 "," 	8,136 "," 	11,533 "," 	10,775 "," 	9,100 "," 	9,145 "," 	11,553 "," 	13,218 "," 	14,248 "," 	14,875 "," 	18,674 "," 	18,606 "," 	19,028 "," 	15,670 "," 	10,844 "," 	6,669 "," 	73,249 "," 	422,147 "," 	26,043 "," 	3,613 "," 	4,823 "
RT2,Pennine Care NHS Foundation Trust,,,,,," 	4,203 "," 	3,456 "," 	2,223 "," 	1,980 ", 	- 0," 	3,343 ",*,*, 	81 ,*,*, 	46 , 	17 , 	43 , 	- 0, 	- 0, 	- 0, 	12 , 	23 , 	37 , 	47 , 	67 , 	68 , 	389 , 	418 , 	497 , 	463 , 	400 , 	390 , 	337 , 	255 , 	171 , 	147 , 	156 , 	150 , 	97 , 	45 , 	20 , 	- 0," 	170,571 ", 	77 , 	- 0,*
RGN,Peterborough And Stamford Hospitals NHS Foundation Trust,,,,,," 	104,055 "," 	87,330 "," 	46,991 "," 	57,063 ",*," 	36,167 "," 	30,832 "," 	9,508 "," 	10,823 ", 	42 , 	34 , 	4 , 	1 , 	51 ," 	9,219 "," 	2,950 "," 	1,956 "," 	1,429 ", 	397 , 	408 , 	478 , 	453 , 	558 ," 	3,520 "," 	4,843 "," 	4,826 "," 	3,903 "," 	3,857 "," 	4,412 "," 	5,037 "," 	5,462 "," 	6,459 "," 	8,253 "," 	8,058 "," 	8,326 "," 	7,980 "," 	6,515 "," 	4,424 "," 	33,655 "," 	212,144 "," 	9,496 "," 	1,191 "," 	2,084 "
NEQ01,Phoenix Health Solutions Limited,,,,,, 	266 , 	266 , 	102 , 	164 , 	- 0, 	- 0, 	266 , 	- 0, 	- 0, 	25 , 	23 , 	1 , 	- 0, 	56 , 	- 0, 	- 0,*,*, 	- 0, 	- 0, 	- 0,*,*,*, 	9 , 	12 , 	23 , 	28 , 	27 , 	25 , 	25 , 	23 , 	19 , 	31 , 	17 , 	13 , 	7 ,*, 	143 , 	180 , 	- 0, 	87 , 	- 0
NVC15,Pinehill Hospital,,,,,," 	3,693 "," 	3,693 "," 	1,693 "," 	2,000 ", 	- 0, 	- 0," 	3,693 ", 	- 0, 	- 0, 	85 , 	40 , 	3 , 	3 , 	56 , 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	7 , 	12 , 	90 , 	159 , 	181 , 	225 , 	271 , 	391 , 	372 , 	351 , 	316 , 	342 , 	331 , 	310 , 	218 , 	90 , 	25 ," 	3,000 "," 	1,822 ", 	- 0, 	- 0, 	- 0
NEY01,Pioneer Healthcare Ltd - Claremont Hospital,,,,,, 	131 , 	128 , 	64 , 	67 , 	- 0, 	- 0, 	128 , 	- 0, 	- 0,,, 	3 , 	3 , 	52 , 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0,*, 	- 0,*,*, 	7 , 	12 , 	17 , 	16 , 	17 , 	16 , 	9 , 	14 , 	8 , 	6 ,*,*, 	- 0, 	- 0," 	11,116 ", 	- 0, 	8 , 	- 0
RK9,Plymouth Hospitals NHS Trust,,,,,," 	145,880 "," 	121,424 "," 	68,526 "," 	77,353 ",*," 	48,020 "," 	50,014 "," 	13,437 "," 	9,953 ", 	55 , 	29 , 	4 , 	2 , 	54 ," 	6,835 "," 	4,000 "," 	2,226 "," 	1,826 ", 	527 , 	554 , 	751 , 	817 , 	939 ," 	5,498 "," 	6,195 "," 	5,797 "," 	4,718 "," 	5,082 "," 	6,651 "," 	8,223 "," 	9,217 "," 	10,592 "," 	13,832 "," 	14,070 "," 	13,116 "," 	11,154 "," 	7,607 "," 	5,144 "," 	50,902 "," 	317,053 "," 	12,454 "," 	2,286 "," 	2,118 "
RD3,Poole Hospital NHS Foundation Trust,,,,,," 	87,260 "," 	76,013 "," 	37,681 "," 	49,578 ",*," 	34,858 "," 	13,966 "," 	16,006 "," 	11,183 ", 	47 , 	33 , 	4 , 	1 , 	51 ," 	6,714 "," 	3,542 "," 	1,911 "," 	1,717 ", 	496 , 	421 , 	438 , 	472 , 	572 ," 	3,263 "," 	4,049 "," 	4,302 "," 	3,407 "," 	2,968 "," 	3,518 "," 	4,155 "," 	5,080 "," 	4,518 "," 	6,269 "," 	6,098 "," 	6,143 "," 	6,662 "," 	5,760 "," 	4,442 "," 	26,415 "," 	195,973 "," 	10,573 ", 	510 ," 	2,710 "
RHU,Portsmouth Hospitals NHS Trust,,,,,," 	166,404 "," 	137,629 "," 	75,180 "," 	91,224 ", 	- 0," 	52,977 "," 	53,434 "," 	15,688 "," 	15,530 ", 	54 , 	37 , 	5 , 	1 , 	55 ," 	8,866 "," 	3,396 "," 	2,166 "," 	1,806 ", 	474 , 	469 , 	660 , 	871 , 	950 ," 	6,345 "," 	7,827 "," 	7,466 "," 	5,778 "," 	6,107 "," 	7,521 "," 	8,839 "," 	11,169 "," 	10,316 "," 	13,398 "," 	14,123 "," 	14,194 "," 	13,839 "," 	11,285 "," 	7,430 "," 	54,790 "," 	379,516 "," 	14,154 "," 	3,990 "," 	4,170 "
RPC,Queen Victoria Hospital NHS Foundation Trust,,,,,," 	20,663 "," 	20,644 "," 	10,913 "," 	9,750 ", 	- 0," 	4,918 "," 	14,104 "," 	1,575 ", 	47 , 	52 , 	41 , 	2 , 	1 , 	49 , 	76 , 	663 , 	587 , 	889 , 	248 , 	201 , 	191 , 	168 , 	190 ," 	1,051 "," 	1,093 ", 	936 , 	823 ," 	1,129 "," 	1,378 "," 	1,530 "," 	1,385 "," 	1,312 "," 	1,549 "," 	1,411 "," 	1,333 "," 	1,245 ", 	847 , 	397 ," 	11,656 "," 	15,112 "," 	2,974 ", 	318 , 	23 
NVC16,Renacres Hospital,,,,,," 	5,050 "," 	5,050 "," 	2,099 "," 	2,950 ",*, 	- 0," 	5,050 ", 	- 0, 	- 0, 	45 , 	21 , 	2 , 	2 , 	58 , 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	15 , 	21 , 	143 , 	155 , 	204 , 	237 , 	335 , 	464 , 	523 , 	505 , 	476 , 	611 , 	516 , 	429 , 	283 , 	103 , 	26 ," 	4,494 "," 	1,170 ", 	- 0, 	- 0, 	- 0
